OR7AA_HUMAN	OR7A10	390892
OR7C1_HUMAN	OR7C1	26664
OR7G1_HUMAN	OR7G1	125962
OR8B2_HUMAN	OR8B2	26595
OR8G1_HUMAN	OR8G1	26494
OR8H2_HUMAN	OR8H2	390151
OR8J2_HUMAN	OR8J2	81169
OR8J3_HUMAN	OR8J3	81168
OR8U1_HUMAN	OR8U1	219417
OR1A2_HUMAN	OR1A2	26189
OR1F2_HUMAN	OR1F2P	26184
OR1I1_HUMAN	OR1I1	126370
OR1L3_HUMAN	OR1L3	26735
OR1L6_HUMAN	OR1L6	392390
OR1S1_HUMAN	OR1S1	219959
OR2A5_HUMAN	OR2A5	393046
OR2B6_HUMAN	OR2B6	26212
OR2D3_HUMAN	OR2D3	120775
OR2G6_HUMAN	OR2G6	391211
OR2I1_HUMAN	OR2I1P	442197
OR2J3_HUMAN	OR2J3	442186
OR2M4_HUMAN	OR2M4	26245
OR2T8_HUMAN	OR2T8	343172
OR3A2_HUMAN	OR3A2	4995
OR3A3_HUMAN	OR3A3	8392
OR4B1_HUMAN	OR4B1	119765
OR4CB_HUMAN	OR4C11	219429
OR4CF_HUMAN	OR4C15	81309
OR4D1_HUMAN	OR4D1	26689
OR4DA_HUMAN	OR4D10	390197
OR4E1_HUMAN	OR4E1	26687
OR4K2_HUMAN	OR4K2	390431
OR4K5_HUMAN	OR4K5	79317
OR4KE_HUMAN	OR4K14	122740
OR4L1_HUMAN	OR4L1	122742
OR4N5_HUMAN	OR4N5	390437
OR5BC_HUMAN	OR5B12	390191
OR5BL_HUMAN	OR5B21	219968
OR5DE_HUMAN	OR5D14	219436
OR5DI_HUMAN	OR5D18	219438
OR5G3_HUMAN	OR5G3	81193
OR5H1_HUMAN	OR5H1	26341
OR5L1_HUMAN	OR5L1	219437
OR6B1_HUMAN	OR6B1	135946
OR6C3_HUMAN	OR6C3	254786
OR6K6_HUMAN	OR6K6	128371
OR6N2_HUMAN	OR6N2	81442
OR6T1_HUMAN	OR6T1	219874
OR7AH_HUMAN	OR7A17	26333
OR7G3_HUMAN	OR7G3	390883
OR8B4_HUMAN	OR8B4	283162
OR8BC_HUMAN	OR8B12	219858
OR8D1_HUMAN	OR8D1	283159
OR8S1_HUMAN	OR8S1	341568
OR9K2_HUMAN	OR9K2	441639
O10A5_HUMAN	OR10A5	144124
O10G8_HUMAN	OR10G8	219869
O10H1_HUMAN	OR10H1	26539
O10H4_HUMAN	OR10H4	126541
O10J3_HUMAN	OR10J3	441911
O10J6_HUMAN	OR10J6P	401973
O10K2_HUMAN	OR10K2	391107
O10R2_HUMAN	OR10R2	343406
O11A1_HUMAN	OR11A1	26531
O13A1_HUMAN	OR13A1	79290
O13C5_HUMAN	OR13C5	138799
O13C9_HUMAN	OR13C9	286362
O13J1_HUMAN	OR13J1	392309
O14A2_HUMAN	OR14A2	388761
O14I1_HUMAN	OR14I1	401994
O2A14_HUMAN	OR2A14	135941
O2AG2_HUMAN	OR2AG2	338755
O2AP1_HUMAN	OR2AP1	121129
O2T27_HUMAN	OR2T27	403239
O2T33_HUMAN	OR2T33	391195
O4A16_HUMAN	OR4A16	81327
O4A47_HUMAN	OR4A47	403253
O4F17_HUMAN	OR4F17	81099
O51A7_HUMAN	OR51A7	119687
O51D1_HUMAN	OR51D1	390038
O52A5_HUMAN	OR52A5	390054
O52B6_HUMAN	OR52B6	340980
O52E5_HUMAN	OR52E5	390082
O52I1_HUMAN	OR52I1	390037
O52I2_HUMAN	OR52I2	143502
O52L1_HUMAN	OR52L1	338751
O52P1_HUMAN	OR52P1P	81248
O56A1_HUMAN	OR56A1	120796
O56A5_HUMAN	OR56A5	390084
O5AC1_HUMAN	OR5AC1	81431
O5AL1_HUMAN	OR5AL1	79482
O5AS1_HUMAN	OR5AS1	219447
O6C68_HUMAN	OR6C68	403284
O6C75_HUMAN	OR6C75	390323
